company_id|fiscal_year|rule|category|explanation
BEL|2017|ROCE_SOURCE_VARIANCE|version difference|computed=5027.27, source_display=34.6
BEL|2018|ROE_SOURCE_VARIANCE|data source issue|computed=4616.13, source_display=26.3
BEL|2018|ROCE_SOURCE_VARIANCE|version difference|computed=2829.11, source_display=34.6
BEL|2019|ROE_SOURCE_VARIANCE|data source issue|computed=3851.02, source_display=26.3
BEL|2019|ROCE_SOURCE_VARIANCE|version difference|computed=3106.25, source_display=34.6
BEL|2020|ROE_SOURCE_VARIANCE|data source issue|computed=3318.18, source_display=26.3
BEL|2020|ROCE_SOURCE_VARIANCE|version difference|computed=2886.87, source_display=34.6
BEL|2021|ROE_SOURCE_VARIANCE|data source issue|computed=3559.32, source_display=26.3
BEL|2021|ROCE_SOURCE_VARIANCE|version difference|computed=3091.67, source_display=34.6
BEL|2022|ROE_SOURCE_VARIANCE|data source issue|computed=3478.26, source_display=26.3
BEL|2022|ROCE_SOURCE_VARIANCE|version difference|computed=2815.75, source_display=34.6
BEL|2023|ROE_SOURCE_VARIANCE|data source issue|computed=3981.33, source_display=26.3
BEL|2023|ROCE_SOURCE_VARIANCE|version difference|computed=3834.21, source_display=34.6
BEL|2024|ROE_SOURCE_VARIANCE|data source issue|computed=4744.05, source_display=26.3
BEL|2024|ROCE_SOURCE_VARIANCE|version difference|computed=4504.72, source_display=34.6
BOSCHLTD|2012|ROCE_SOURCE_VARIANCE|version difference|computed=29.62, source_display=20.6
BOSCHLTD|2015|ROCE_SOURCE_VARIANCE|version difference|computed=33.76, source_display=20.6
BOSCHLTD|2016|ROCE_SOURCE_VARIANCE|version difference|computed=26.09, source_display=20.6
BOSCHLTD|2017|ROCE_SOURCE_VARIANCE|version difference|computed=32.67, source_display=20.6
BOSCHLTD|2019|ROCE_SOURCE_VARIANCE|version difference|computed=30.17, source_display=20.6
BOSCHLTD|2020|ROE_SOURCE_VARIANCE|data source issue|computed=7.01, source_display=16.0
BOSCHLTD|2020|ROCE_SOURCE_VARIANCE|version difference|computed=14.75, source_display=20.6
BOSCHLTD|2021|ROE_SOURCE_VARIANCE|data source issue|computed=4.91, source_display=16.0
BOSCHLTD|2021|ROCE_SOURCE_VARIANCE|version difference|computed=9.33, source_display=20.6
BOSCHLTD|2024|ROCE_SOURCE_VARIANCE|version difference|computed=30.25, source_display=20.6
BPCL|2013|ROE_SOURCE_VARIANCE|data source issue|computed=11.54, source_display=41.9
BPCL|2013|ROCE_SOURCE_VARIANCE|version difference|computed=16.42, source_display=32.1
BPCL|2014|ROE_SOURCE_VARIANCE|data source issue|computed=20.85, source_display=41.9
BPCL|2014|ROCE_SOURCE_VARIANCE|version difference|computed=20.46, source_display=32.1
BPCL|2015|ROE_SOURCE_VARIANCE|data source issue|computed=22.52, source_display=41.9
BPCL|2015|ROCE_SOURCE_VARIANCE|version difference|computed=24.76, source_display=32.1
BPCL|2016|ROE_SOURCE_VARIANCE|data source issue|computed=29.10, source_display=41.9
BPCL|2017|ROE_SOURCE_VARIANCE|data source issue|computed=30.85, source_display=41.9
BPCL|2017|ROCE_SOURCE_VARIANCE|version difference|computed=24.80, source_display=32.1
BPCL|2018|ROE_SOURCE_VARIANCE|data source issue|computed=26.74, source_display=41.9
BPCL|2018|ROCE_SOURCE_VARIANCE|version difference|computed=24.56, source_display=32.1
BPCL|2019|ROE_SOURCE_VARIANCE|data source issue|computed=22.00, source_display=41.9
BPCL|2019|ROCE_SOURCE_VARIANCE|version difference|computed=21.63, source_display=32.1
BPCL|2020|ROE_SOURCE_VARIANCE|data source issue|computed=10.04, source_display=41.9
BPCL|2020|ROCE_SOURCE_VARIANCE|version difference|computed=10.16, source_display=32.1
BPCL|2021|ROE_SOURCE_VARIANCE|data source issue|computed=32.34, source_display=41.9
BPCL|2021|ROCE_SOURCE_VARIANCE|version difference|computed=26.36, source_display=32.1
BPCL|2022|ROE_SOURCE_VARIANCE|data source issue|computed=22.51, source_display=41.9
BPCL|2022|ROCE_SOURCE_VARIANCE|version difference|computed=20.68, source_display=32.1
BPCL|2023|ROE_SOURCE_VARIANCE|data source issue|computed=3.98, source_display=41.9
BPCL|2023|ROCE_SOURCE_VARIANCE|version difference|computed=10.52, source_display=32.1
BPCL|2024|ROE_SOURCE_VARIANCE|data source issue|computed=35.51, source_display=41.9
BRITANNIA|2013|ROE_SOURCE_VARIANCE|data source issue|computed=46.59, source_display=57.1
BRITANNIA|2014|ROE_SOURCE_VARIANCE|data source issue|computed=49.50, source_display=57.1
BRITANNIA|2014|ROCE_SOURCE_VARIANCE|version difference|computed=69.73, source_display=48.9
BRITANNIA|2015|ROCE_SOURCE_VARIANCE|version difference|computed=78.99, source_display=48.9
BRITANNIA|2016|ROE_SOURCE_VARIANCE|data source issue|computed=39.44, source_display=57.1
BRITANNIA|2016|ROCE_SOURCE_VARIANCE|version difference|computed=60.23, source_display=48.9
BRITANNIA|2017|ROE_SOURCE_VARIANCE|data source issue|computed=32.83, source_display=57.1
BRITANNIA|2018|ROE_SOURCE_VARIANCE|data source issue|computed=29.48, source_display=57.1
BRITANNIA|2019|ROE_SOURCE_VARIANCE|data source issue|computed=27.16, source_display=57.1
BRITANNIA|2020|ROE_SOURCE_VARIANCE|data source issue|computed=31.66, source_display=57.1
BRITANNIA|2020|ROCE_SOURCE_VARIANCE|version difference|computed=35.45, source_display=48.9
BRITANNIA|2023|ROE_SOURCE_VARIANCE|data source issue|computed=65.53, source_display=57.1
BRITANNIA|2024|ROCE_SOURCE_VARIANCE|version difference|computed=56.24, source_display=48.9
CANBK|2013|OPM_MISMATCH|formula discrepancy|computed=21.18, source=655.0
CANBK|2013|ROE_SOURCE_VARIANCE|data source issue|computed=11.90, source_display=17.9
CANBK|2014|OPM_MISMATCH|formula discrepancy|computed=24.35, source=-672.0
CANBK|2014|ROE_SOURCE_VARIANCE|data source issue|computed=8.85, source_display=17.9
CANBK|2015|OPM_MISMATCH|formula discrepancy|computed=23.51, source=-621.0
CANBK|2015|ROE_SOURCE_VARIANCE|data source issue|computed=9.02, source_display=17.9
CANBK|2016|OPM_MISMATCH|formula discrepancy|computed=40.38, source=-8008.0
CANBK|2016|ROE_SOURCE_VARIANCE|data source issue|computed=-7.82, source_display=17.9
CANBK|2017|OPM_MISMATCH|formula discrepancy|computed=37.85, source=-5775.0
CANBK|2017|ROE_SOURCE_VARIANCE|data source issue|computed=4.07, source_display=17.9
CANBK|2018|OPM_MISMATCH|formula discrepancy|computed=61.87, source=-13350.0
CANBK|2018|ROE_SOURCE_VARIANCE|data source issue|computed=-10.50, source_display=17.9
CANBK|2019|OPM_MISMATCH|formula discrepancy|computed=56.73, source=-11590.0
CANBK|2019|ROE_SOURCE_VARIANCE|data source issue|computed=1.85, source_display=17.9
CANBK|2020|OPM_MISMATCH|formula discrepancy|computed=53.88, source=-12867.0
CANBK|2020|ROE_SOURCE_VARIANCE|data source issue|computed=-4.66, source_display=17.9
CANBK|2021|OPM_MISMATCH|formula discrepancy|computed=61.83, source=-18367.0
CANBK|2021|ROE_SOURCE_VARIANCE|data source issue|computed=4.74, source_display=17.9
CANBK|2022|OPM_MISMATCH|formula discrepancy|computed=58.39, source=-13657.0
CANBK|2022|ROE_SOURCE_VARIANCE|data source issue|computed=8.80, source_display=17.9
CANBK|2023|OPM_MISMATCH|formula discrepancy|computed=49.80, source=-9877.0
CANBK|2024|OPM_MISMATCH|formula discrepancy|computed=41.75, source=-7745.0
CHOLAFIN|2013|OPM_MISMATCH|formula discrepancy|computed=26.77, source=472.0
CHOLAFIN|2013|ROCE_SOURCE_VARIANCE|version difference|computed=4.10, source_display=10.4
CHOLAFIN|2014|OPM_MISMATCH|formula discrepancy|computed=28.42, source=578.0
CHOLAFIN|2014|ROCE_SOURCE_VARIANCE|version difference|computed=4.67, source_display=10.4
CHOLAFIN|2015|OPM_MISMATCH|formula discrepancy|computed=28.56, source=696.0
CHOLAFIN|2015|ROCE_SOURCE_VARIANCE|version difference|computed=4.77, source_display=10.4
CHOLAFIN|2016|OPM_MISMATCH|formula discrepancy|computed=30.04, source=899.0
CHOLAFIN|2016|ROCE_SOURCE_VARIANCE|version difference|computed=4.91, source_display=10.4
CHOLAFIN|2017|OPM_MISMATCH|formula discrepancy|computed=28.16, source=1143.0
CHOLAFIN|2017|ROCE_SOURCE_VARIANCE|version difference|computed=4.74, source_display=10.4
CHOLAFIN|2018|OPM_MISMATCH|formula discrepancy|computed=26.10, source=1451.0
CHOLAFIN|2018|ROCE_SOURCE_VARIANCE|version difference|computed=3.40, source_display=10.4
CHOLAFIN|2019|OPM_MISMATCH|formula discrepancy|computed=22.96, source=1888.0
CHOLAFIN|2019|ROCE_SOURCE_VARIANCE|version difference|computed=2.92, source_display=10.4
CHOLAFIN|2020|OPM_MISMATCH|formula discrepancy|computed=27.79, source=1699.0
CHOLAFIN|2020|ROE_SOURCE_VARIANCE|data source issue|computed=12.85, source_display=20.2
CHOLAFIN|2020|ROCE_SOURCE_VARIANCE|version difference|computed=3.86, source_display=10.4
CHOLAFIN|2021|OPM_MISMATCH|formula discrepancy|computed=30.40, source=2094.0
CHOLAFIN|2021|ROCE_SOURCE_VARIANCE|version difference|computed=4.00, source_display=10.4
CHOLAFIN|2022|OPM_MISMATCH|formula discrepancy|computed=28.83, source=2924.0
CHOLAFIN|2022|ROCE_SOURCE_VARIANCE|version difference|computed=3.65, source_display=10.4
CHOLAFIN|2023|OPM_MISMATCH|formula discrepancy|computed=28.10, source=3515.0
CHOLAFIN|2023|ROCE_SOURCE_VARIANCE|version difference|computed=3.27, source_display=10.4
CHOLAFIN|2024|OPM_MISMATCH|formula discrepancy|computed=28.10, source=4548.0
CHOLAFIN|2024|ROCE_SOURCE_VARIANCE|version difference|computed=3.51, source_display=10.4
CIPLA|2013|OPM_MISMATCH|formula discrepancy|computed=73.26, source=2214.0
CIPLA|2013|ROCE_SOURCE_VARIANCE|version difference|computed=61.01, source_display=22.8
CIPLA|2014|OPM_MISMATCH|formula discrepancy|computed=78.90, source=2147.0
CIPLA|2014|ROCE_SOURCE_VARIANCE|version difference|computed=71.22, source_display=22.8
CIPLA|2015|OPM_MISMATCH|formula discrepancy|computed=80.94, source=2163.0
CIPLA|2015|ROE_SOURCE_VARIANCE|data source issue|computed=11.38, source_display=16.8
CIPLA|2015|ROCE_SOURCE_VARIANCE|version difference|computed=73.59, source_display=22.8
CIPLA|2016|OPM_MISMATCH|formula discrepancy|computed=82.02, source=2480.0
CIPLA|2016|ROCE_SOURCE_VARIANCE|version difference|computed=67.76, source_display=22.8
CIPLA|2017|OPM_MISMATCH|formula discrepancy|computed=82.66, source=2496.0
CIPLA|2017|ROE_SOURCE_VARIANCE|data source issue|computed=8.25, source_display=16.8
CIPLA|2017|ROCE_SOURCE_VARIANCE|version difference|computed=71.53, source_display=22.8
CIPLA|2018|OPM_MISMATCH|formula discrepancy|computed=81.35, source=2826.0
CIPLA|2018|ROE_SOURCE_VARIANCE|data source issue|computed=9.96, source_display=16.8
CIPLA|2018|ROCE_SOURCE_VARIANCE|version difference|computed=67.38, source_display=22.8
CIPLA|2019|OPM_MISMATCH|formula discrepancy|computed=81.07, source=3097.0
CIPLA|2019|ROE_SOURCE_VARIANCE|data source issue|computed=9.94, source_display=16.8
CIPLA|2019|ROCE_SOURCE_VARIANCE|version difference|computed=68.73, source_display=22.8
CIPLA|2020|OPM_MISMATCH|formula discrepancy|computed=81.29, source=3206.0
CIPLA|2020|ROE_SOURCE_VARIANCE|data source issue|computed=9.52, source_display=16.8
CIPLA|2020|ROCE_SOURCE_VARIANCE|version difference|computed=75.06, source_display=22.8
CIPLA|2021|OPM_MISMATCH|formula discrepancy|computed=77.80, source=4252.0
CIPLA|2021|ROCE_SOURCE_VARIANCE|version difference|computed=73.40, source_display=22.8
CIPLA|2022|OPM_MISMATCH|formula discrepancy|computed=79.08, source=4553.0
CIPLA|2022|ROCE_SOURCE_VARIANCE|version difference|computed=78.70, source_display=22.8
CIPLA|2023|OPM_MISMATCH|formula discrepancy|computed=77.91, source=5027.0
CIPLA|2023|ROCE_SOURCE_VARIANCE|version difference|computed=73.31, source_display=22.8
CIPLA|2024|OPM_MISMATCH|formula discrepancy|computed=75.59, source=6291.0
CIPLA|2024|ROCE_SOURCE_VARIANCE|version difference|computed=71.55, source_display=22.8
COALINDIA|2013|OPM_MISMATCH|formula discrepancy|computed=73.52, source=18087.0
COALINDIA|2013|ROE_SOURCE_VARIANCE|data source issue|computed=35.81, source_display=52.0
COALINDIA|2013|ROCE_SOURCE_VARIANCE|version difference|computed=100.93, source_display=63.6
COALINDIA|2014|OPM_MISMATCH|formula discrepancy|computed=74.84, source=17766.0
COALINDIA|2014|ROE_SOURCE_VARIANCE|data source issue|computed=35.64, source_display=52.0
COALINDIA|2014|ROCE_SOURCE_VARIANCE|version difference|computed=124.15, source_display=63.6
COALINDIA|2015|OPM_MISMATCH|formula discrepancy|computed=76.60, source=17343.0
COALINDIA|2015|ROE_SOURCE_VARIANCE|data source issue|computed=34.02, source_display=52.0
COALINDIA|2015|ROCE_SOURCE_VARIANCE|version difference|computed=139.35, source_display=63.6
COALINDIA|2016|OPM_MISMATCH|formula discrepancy|computed=75.96, source=18714.0
COALINDIA|2016|ROE_SOURCE_VARIANCE|data source issue|computed=40.96, source_display=52.0
COALINDIA|2016|ROCE_SOURCE_VARIANCE|version difference|computed=164.22, source_display=63.6
COALINDIA|2017|OPM_MISMATCH|formula discrepancy|computed=84.07, source=12448.0
COALINDIA|2017|ROE_SOURCE_VARIANCE|data source issue|computed=37.85, source_display=52.0
COALINDIA|2017|ROCE_SOURCE_VARIANCE|version difference|computed=238.75, source_display=63.6
COALINDIA|2018|OPM_MISMATCH|formula discrepancy|computed=89.10, source=9288.0
COALINDIA|2018|ROE_SOURCE_VARIANCE|data source issue|computed=34.88, source_display=52.0
COALINDIA|2018|ROCE_SOURCE_VARIANCE|version difference|computed=349.82, source_display=63.6
COALINDIA|2019|OPM_MISMATCH|formula discrepancy|computed=74.89, source=25007.0
COALINDIA|2019|ROE_SOURCE_VARIANCE|data source issue|computed=66.01, source_display=52.0
COALINDIA|2019|ROCE_SOURCE_VARIANCE|version difference|computed=260.26, source_display=63.6
COALINDIA|2020|OPM_MISMATCH|formula discrepancy|computed=77.54, source=21581.0
COALINDIA|2020|ROCE_SOURCE_VARIANCE|version difference|computed=193.11, source_display=63.6
COALINDIA|2021|OPM_MISMATCH|formula discrepancy|computed=79.31, source=18628.0
COALINDIA|2021|ROE_SOURCE_VARIANCE|data source issue|computed=34.78, source_display=52.0
COALINDIA|2021|ROCE_SOURCE_VARIANCE|version difference|computed=168.43, source_display=63.6
COALINDIA|2022|OPM_MISMATCH|formula discrepancy|computed=77.47, source=24721.0
COALINDIA|2022|ROE_SOURCE_VARIANCE|data source issue|computed=40.28, source_display=52.0
COALINDIA|2022|ROCE_SOURCE_VARIANCE|version difference|computed=182.22, source_display=63.6
COALINDIA|2023|OPM_MISMATCH|formula discrepancy|computed=68.01, source=44232.0
COALINDIA|2023|ROCE_SOURCE_VARIANCE|version difference|computed=144.31, source_display=63.6
COALINDIA|2024|OPM_MISMATCH|formula discrepancy|computed=66.29, source=47971.0
COALINDIA|2024|ROE_SOURCE_VARIANCE|data source issue|computed=45.17, source_display=52.0
COALINDIA|2024|ROCE_SOURCE_VARIANCE|version difference|computed=105.75, source_display=63.6
DIVISLAB|2013|ROE_SOURCE_VARIANCE|data source issue|computed=24.07, source_display=12.2
DIVISLAB|2013|ROCE_SOURCE_VARIANCE|version difference|computed=33.98, source_display=16.5
DIVISLAB|2014|ROE_SOURCE_VARIANCE|data source issue|computed=26.08, source_display=12.2
DIVISLAB|2014|ROCE_SOURCE_VARIANCE|version difference|computed=36.42, source_display=16.5
DIVISLAB|2015|ROE_SOURCE_VARIANCE|data source issue|computed=24.37, source_display=12.2
DIVISLAB|2015|ROCE_SOURCE_VARIANCE|version difference|computed=34.37, source_display=16.5
DIVISLAB|2016|ROE_SOURCE_VARIANCE|data source issue|computed=26.23, source_display=12.2
DIVISLAB|2016|ROCE_SOURCE_VARIANCE|version difference|computed=34.97, source_display=16.5
DIVISLAB|2017|ROE_SOURCE_VARIANCE|data source issue|computed=19.79, source_display=12.2
DIVISLAB|2017|ROCE_SOURCE_VARIANCE|version difference|computed=28.22, source_display=16.5
DIVISLAB|2018|ROCE_SOURCE_VARIANCE|version difference|computed=22.98, source_display=16.5
DIVISLAB|2019|ROE_SOURCE_VARIANCE|data source issue|computed=19.45, source_display=12.2
DIVISLAB|2019|ROCE_SOURCE_VARIANCE|version difference|computed=28.71, source_display=16.5
DIVISLAB|2020|ROE_SOURCE_VARIANCE|data source issue|computed=18.84, source_display=12.2
DIVISLAB|2020|ROCE_SOURCE_VARIANCE|version difference|computed=27.38, source_display=16.5
DIVISLAB|2021|ROE_SOURCE_VARIANCE|data source issue|computed=21.34, source_display=12.2
DIVISLAB|2021|ROCE_SOURCE_VARIANCE|version difference|computed=31.44, source_display=16.5
DIVISLAB|2022|ROE_SOURCE_VARIANCE|data source issue|computed=25.24, source_display=12.2
DIVISLAB|2022|ROCE_SOURCE_VARIANCE|version difference|computed=34.07, source_display=16.5
DLF|2015|ROE_SOURCE_VARIANCE|data source issue|computed=1.85, source_display=6.95
DLF|2016|ROE_SOURCE_VARIANCE|data source issue|computed=1.27, source_display=6.95
DLF|2018|ROE_SOURCE_VARIANCE|data source issue|computed=12.68, source_display=6.95
DLF|2018|ROCE_SOURCE_VARIANCE|version difference|computed=22.92, source_display=5.74
DLF|2020|ROE_SOURCE_VARIANCE|data source issue|computed=-1.71, source_display=6.95
DMART|2016|ROE_SOURCE_VARIANCE|data source issue|computed=21.04, source_display=14.5
DMART|2016|ROCE_SOURCE_VARIANCE|version difference|computed=25.10, source_display=19.4
DMART|2018|ROCE_SOURCE_VARIANCE|version difference|computed=28.21, source_display=19.4
DMART|2019|ROCE_SOURCE_VARIANCE|version difference|computed=26.74, source_display=19.4
DMART|2021|ROE_SOURCE_VARIANCE|data source issue|computed=9.02, source_display=14.5
DRREDDY|2017|ROE_SOURCE_VARIANCE|data source issue|computed=10.54, source_display=21.4
DRREDDY|2017|ROCE_SOURCE_VARIANCE|version difference|computed=15.39, source_display=26.5
DRREDDY|2018|ROE_SOURCE_VARIANCE|data source issue|computed=7.53, source_display=21.4
DRREDDY|2018|ROCE_SOURCE_VARIANCE|version difference|computed=14.20, source_display=26.5
DRREDDY|2019|ROE_SOURCE_VARIANCE|data source issue|computed=13.90, source_display=21.4
DRREDDY|2019|ROCE_SOURCE_VARIANCE|version difference|computed=19.92, source_display=26.5
DRREDDY|2020|ROE_SOURCE_VARIANCE|data source issue|computed=12.99, source_display=21.4
DRREDDY|2020|ROCE_SOURCE_VARIANCE|version difference|computed=17.67, source_display=26.5
DRREDDY|2021|ROE_SOURCE_VARIANCE|data source issue|computed=11.07, source_display=21.4
DRREDDY|2021|ROCE_SOURCE_VARIANCE|version difference|computed=20.36, source_display=26.5
DRREDDY|2022|ROE_SOURCE_VARIANCE|data source issue|computed=11.36, source_display=21.4
DRREDDY|2022|ROCE_SOURCE_VARIANCE|version difference|computed=19.13, source_display=26.5
EICHERMOT|2012|ROCE_SOURCE_VARIANCE|version difference|computed=38.58, source_display=31.1
EICHERMOT|2013|ROCE_SOURCE_VARIANCE|version difference|computed=37.77, source_display=31.1
EICHERMOT|2014|ROCE_SOURCE_VARIANCE|version difference|computed=47.51, source_display=31.1
EICHERMOT|2016|ROE_SOURCE_VARIANCE|data source issue|computed=36.63, source_display=24.2
EICHERMOT|2016|ROCE_SOURCE_VARIANCE|version difference|computed=54.84, source_display=31.1
EICHERMOT|2017|ROE_SOURCE_VARIANCE|data source issue|computed=31.19, source_display=24.2
EICHERMOT|2017|ROCE_SOURCE_VARIANCE|version difference|computed=47.46, source_display=31.1
EICHERMOT|2018|ROCE_SOURCE_VARIANCE|version difference|computed=46.58, source_display=31.1
EICHERMOT|2019|ROCE_SOURCE_VARIANCE|version difference|computed=39.59, source_display=31.1
EICHERMOT|2020|ROE_SOURCE_VARIANCE|data source issue|computed=18.30, source_display=24.2
EICHERMOT|2021|ROE_SOURCE_VARIANCE|data source issue|computed=11.78, source_display=24.2
EICHERMOT|2021|ROCE_SOURCE_VARIANCE|version difference|computed=19.43, source_display=31.1
EICHERMOT|2022|ROE_SOURCE_VARIANCE|data source issue|computed=13.30, source_display=24.2
EICHERMOT|2022|ROCE_SOURCE_VARIANCE|version difference|computed=21.03, source_display=31.1
GAIL|2016|ROE_SOURCE_VARIANCE|data source issue|computed=5.15, source_display=14.0
GAIL|2017|ROE_SOURCE_VARIANCE|data source issue|computed=8.58, source_display=14.0
GAIL|2019|ROCE_SOURCE_VARIANCE|version difference|computed=24.17, source_display=14.7
GAIL|2020|ROE_SOURCE_VARIANCE|data source issue|computed=19.31, source_display=14.0
GAIL|2020|ROCE_SOURCE_VARIANCE|version difference|computed=22.82, source_display=14.7
GAIL|2022|ROE_SOURCE_VARIANCE|data source issue|computed=19.19, source_display=14.0
GAIL|2022|ROCE_SOURCE_VARIANCE|version difference|computed=24.66, source_display=14.7
GAIL|2023|ROE_SOURCE_VARIANCE|data source issue|computed=8.62, source_display=14.0
GODREJCP|2013|ROE_SOURCE_VARIANCE|data source issue|computed=25.51, source_display=6.77
GODREJCP|2013|ROCE_SOURCE_VARIANCE|version difference|computed=20.61, source_display=26.49
GODREJCP|2014|ROE_SOURCE_VARIANCE|data source issue|computed=21.70, source_display=6.77
GODREJCP|2014|ROCE_SOURCE_VARIANCE|version difference|computed=20.02, source_display=26.49
GODREJCP|2015|ROE_SOURCE_VARIANCE|data source issue|computed=22.64, source_display=6.77
GODREJCP|2015|ROCE_SOURCE_VARIANCE|version difference|computed=20.66, source_display=26.49
GODREJCP|2016|ROE_SOURCE_VARIANCE|data source issue|computed=19.48, source_display=6.77
GODREJCP|2016|ROCE_SOURCE_VARIANCE|version difference|computed=19.49, source_display=26.49
GODREJCP|2017|ROE_SOURCE_VARIANCE|data source issue|computed=24.67, source_display=6.77
GODREJCP|2017|ROCE_SOURCE_VARIANCE|version difference|computed=21.32, source_display=26.49
GODREJCP|2018|ROE_SOURCE_VARIANCE|data source issue|computed=26.11, source_display=6.77
GODREJCP|2019|ROE_SOURCE_VARIANCE|data source issue|computed=32.23, source_display=6.77
GODREJCP|2020|ROE_SOURCE_VARIANCE|data source issue|computed=18.95, source_display=6.77
GODREJCP|2020|ROCE_SOURCE_VARIANCE|version difference|computed=19.05, source_display=26.49
GODREJCP|2021|ROE_SOURCE_VARIANCE|data source issue|computed=18.23, source_display=6.77
GODREJCP|2021|ROCE_SOURCE_VARIANCE|version difference|computed=21.43, source_display=26.49
GODREJCP|2022|ROE_SOURCE_VARIANCE|data source issue|computed=15.43, source_display=6.77
GODREJCP|2022|ROCE_SOURCE_VARIANCE|version difference|computed=18.76, source_display=26.49
GODREJCP|2023|ROE_SOURCE_VARIANCE|data source issue|computed=12.34, source_display=6.77
GODREJCP|2023|ROCE_SOURCE_VARIANCE|version difference|computed=17.13, source_display=26.49
GODREJCP|2024|ROE_SOURCE_VARIANCE|data source issue|computed=-4.45, source_display=6.77
GODREJCP|2024|ROCE_SOURCE_VARIANCE|version difference|computed=4.73, source_display=26.49
GRASIM|2013|ROE_SOURCE_VARIANCE|data source issue|computed=19.22, source_display=6.9
GRASIM|2013|ROCE_SOURCE_VARIANCE|version difference|computed=23.10, source_display=9.3
GRASIM|2014|ROE_SOURCE_VARIANCE|data source issue|computed=13.67, source_display=6.9
GRASIM|2014|ROCE_SOURCE_VARIANCE|version difference|computed=17.55, source_display=9.3
GRASIM|2015|ROCE_SOURCE_VARIANCE|version difference|computed=16.18, source_display=9.3
GRASIM|2016|ROE_SOURCE_VARIANCE|data source issue|computed=12.60, source_display=6.9
GRASIM|2016|ROCE_SOURCE_VARIANCE|version difference|computed=18.11, source_display=9.3
GRASIM|2017|ROE_SOURCE_VARIANCE|data source issue|computed=13.53, source_display=6.9
GRASIM|2017|ROCE_SOURCE_VARIANCE|version difference|computed=20.84, source_display=9.3
GRASIM|2022|ROE_SOURCE_VARIANCE|data source issue|computed=14.80, source_display=6.9
GRASIM|2022|ROCE_SOURCE_VARIANCE|version difference|computed=14.68, source_display=9.3
GRASIM|2023|ROE_SOURCE_VARIANCE|data source issue|computed=14.07, source_display=6.9
HAL|2017|ROE_SOURCE_VARIANCE|data source issue|computed=1966.92, source_display=28.9
HAL|2017|ROCE_SOURCE_VARIANCE|version difference|computed=3170.37, source_display=38.9
HAL|2018|ROE_SOURCE_VARIANCE|data source issue|computed=1528.46, source_display=28.9
HAL|2018|ROCE_SOURCE_VARIANCE|version difference|computed=3173.68, source_display=38.9
HAL|2019|ROE_SOURCE_VARIANCE|data source issue|computed=1763.91, source_display=28.9
HAL|2019|ROCE_SOURCE_VARIANCE|version difference|computed=3507.09, source_display=38.9
HAL|2020|ROE_SOURCE_VARIANCE|data source issue|computed=2059.42, source_display=28.9
HAL|2020|ROCE_SOURCE_VARIANCE|version difference|computed=3782.14, source_display=38.9
HAL|2021|ROE_SOURCE_VARIANCE|data source issue|computed=2249.31, source_display=28.9
HAL|2021|ROCE_SOURCE_VARIANCE|version difference|computed=3800.67, source_display=38.9
HAL|2022|ROE_SOURCE_VARIANCE|data source issue|computed=3324.18, source_display=28.9
HAL|2022|ROCE_SOURCE_VARIANCE|version difference|computed=3882.42, source_display=38.9
HAL|2023|ROE_SOURCE_VARIANCE|data source issue|computed=3283.05, source_display=28.9
HAL|2023|ROCE_SOURCE_VARIANCE|version difference|computed=3723.66, source_display=38.9
HAL|2024|ROE_SOURCE_VARIANCE|data source issue|computed=3816.58, source_display=28.9
HAL|2024|ROCE_SOURCE_VARIANCE|version difference|computed=3617.39, source_display=38.9
HCLTECH|2013|ROE_SOURCE_VARIANCE|data source issue|computed=30.69, source_display=23.3
HCLTECH|2013|ROCE_SOURCE_VARIANCE|version difference|computed=42.31, source_display=29.6
HCLTECH|2014|ROE_SOURCE_VARIANCE|data source issue|computed=33.39, source_display=23.3
HCLTECH|2014|ROCE_SOURCE_VARIANCE|version difference|computed=42.36, source_display=29.6
HCLTECH|2015|ROE_SOURCE_VARIANCE|data source issue|computed=30.31, source_display=23.3
HCLTECH|2015|ROCE_SOURCE_VARIANCE|version difference|computed=38.65, source_display=29.6
HCLTECH|2024|ROCE_SOURCE_VARIANCE|version difference|computed=34.71, source_display=29.6
HDFCBANK|2013|OPM_MISMATCH|formula discrepancy|computed=35.22, source=3534.0
HDFCBANK|2014|OPM_MISMATCH|formula discrepancy|computed=31.74, source=5602.0
HDFCBANK|2015|OPM_MISMATCH|formula discrepancy|computed=31.90, source=7214.0
HDFCBANK|2016|OPM_MISMATCH|formula discrepancy|computed=31.75, source=9037.0
HDFCBANK|2017|OPM_MISMATCH|formula discrepancy|computed=32.56, source=11374.0
HDFCBANK|2018|OPM_MISMATCH|formula discrepancy|computed=34.63, source=13374.0
HDFCBANK|2019|OPM_MISMATCH|formula discrepancy|computed=33.15, source=16592.0
HDFCBANK|2020|OPM_MISMATCH|formula discrepancy|computed=37.20, source=14593.0
HDFCBANK|2021|OPM_MISMATCH|formula discrepancy|computed=40.81, source=16848.0
HDFCBANK|2022|OPM_MISMATCH|formula discrepancy|computed=41.61, source=20795.0
HDFCBANK|2023|OPM_MISMATCH|formula discrepancy|computed=36.92, source=29932.0
HDFCBANK|2023|ROCE_SOURCE_VARIANCE|version difference|computed=2.60, source_display=7.67
HDFCBANK|2024|OPM_MISMATCH|formula discrepancy|computed=61.41, source=-44685.0
HDFCLIFE|2013|OPM_MISMATCH|formula discrepancy|computed=96.27, source=525.0
